post_time,post_name,post_author,post_publication,post_claps,post_responses,post_tag_1,post_tag_2,post_tag_3,post_tag_4,ranking,Searched
2016-12-21,Artificial Intelligence and You: Demystifying the Technology Landscape,Mimi An,ThinkGrowth.org,0.241,3,Artificial Intelligence,Machine Learning,Technology,Business,72,Artificial Intelligence
2017-06-13,Artificial Intelligence 101: Everything You Need to Know To Understand AI,Diamond Inc.,Independent,0.542,5,Artificial Intelligence,Machine Learning,Startup,Productivity,99,Artificial Intelligence
2017-10-13,How Artificial Intelligence can support blockchain applications like Telcoin,Telcoin,Independent,0.239,5,Telcoin,Blockchain,Artificial Intelligence,Cryptocurrency,88,Artificial Intelligence
2017-03-16,I reverse-engineered a $500M Artificial Intelligence company in one week. Heres the full story.,Gianluca Mauro,Startup Grind,2.0,33,Machine Learning,Artificial Intelligence,Energy,Data Science,9,Artificial Intelligence
2017-11-22,Docker for Data Science,Sachin Abeywardana,Towards Data Science,2.5,8,Docker,Data Science,Machine Learning Ai,Deep Learning,92,Data Science
2018-04-15,How Data Visualization was Born,Carolina Bento,Towards Data Science,0.182,4,Data Visualization,Data,Data Science,Data Analysis,162,AI
2018-09-26,16 Examples of Artificial Intelligence (AI) in Your Everyday Life,The Manifest,Independent,0.329,7,Artificial Intelligence,AI,Technology,Technology Trends,161,Artificial Intelligence
2019-11-19,Data Science Books you should read in 2021,Przemek Chojecki,Towards Data Science,2.3,10,didn't_use,didn't_use,didn't_use,didn't_use,53,Data Science
2019-07-23,4 Observations on Animating Your Data Visualizations,Data@Urban,Independent,0.246,0,Data Visualization,didn't_use,didn't_use,didn't_use,168,AI
2016-05-01,10 Takeaways from 22 Data Visualization Practitioners at #OpenVisConf,Siena Duplan,We’ve moved to freeCodeCamp.org/news,0.229,4,Data Visualization,Data Science,Data,Design,87,AI
2017-09-21,655 Frustrations Doing Data Visualization,Shirley Wu,"Visualizing, The Field",0.966,1,Data Visualization,Community,didn't_use,didn't_use,63,AI
2020-04-24,"If I had to start learning Data Science again, how would I do it?",Santiago Víquez,Towards Data Science,6.7,27,Data Science,Machine Learning,Deep Learning,Python,14,Data Science
2021-02-04,An Ultimate Cheat sheet of Data Visualization with Pythons Seaborn Library,Rashida Nasrin Sucky,Towards Data Science,0.251,1,didn't_use,didn't_use,didn't_use,didn't_use,138,AI
2018-06-10,Python vs (and) R for Data Science,Brian Ray,Noteworthy - The Journal Blog,3.2,22,Data Science,Python,R,Statistics,89,Data Science
2018-12-07,The Seductive Diversion of Solving Bias in Artificial Intelligence,Julia Powles,OneZero,2.1,8,didn't_use,didn't_use,didn't_use,didn't_use,32,Artificial Intelligence
2020-03-31,How Self-Employed Data Visualization Designers Make a Living,Jane Zhang,Nightingale,0.809,3,All stories,Topics in Data Viz,How To & Career,Historic Data Viz,96,AI
2018-11-30,A Guide to Decision Trees for Machine Learning and Data Science,George Seif,Towards Data Science,1.7,8,didn't_use,didn't_use,didn't_use,didn't_use,167,Data Science
2019-08-01,Top 10 Map Types in Data Visualization,Lewis Chou,Towards Data Science,0.499,0,didn't_use,didn't_use,didn't_use,didn't_use,151,AI
2017-08-27,Fantasy Football + Artificial Intelligence Cheat Sheet!,Justin Hart,Independent,0.179,4,Fantasy Football,Machine Learning,Football,NFL,175,Artificial Intelligence
2018-06-06,Going Dutch: How I Used Data Science and Machine Learning to Find an Apartment in Amsterdam  Part I,Rafael Pierre,Towards Data Science,3.0,18,didn't_use,didn't_use,didn't_use,didn't_use,135,Data Science
2020-02-13,Create impactful data visualizations with these books,JP Hwang,Towards Data Science,0.269,2,didn't_use,didn't_use,didn't_use,didn't_use,129,AI
2017-04-12,How to Meet User Expectations for Artificial Intelligence,Kathy Baxter,Salesforce Design,0.128,4,Artificial Intelligence,Bots,User Research,User Experience Design,130,Artificial Intelligence
2020-04-15,Explainable Artificial Intelligence,z_ai,Towards Data Science,0.136,5,didn't_use,didn't_use,didn't_use,didn't_use,166,Artificial Intelligence
2018-01-09,Top 4 Popular Big Data Visualization Tools,Vladimir Fedak,Towards Data Science,0.331,3,Data Visualization,AI,Artificial Intelligence,Big Data,142,AI
2017-12-15,Data Visualization: Uncovering the Hidden Layers of Hip Hop Lyrics,Svilen,Svilen's Realm,1.4,4,Data Visualization,Design,Innovation,Music,65,AI
2017-09-17,The Ten Fallacies of Data Science,Shane Brennan,Towards Data Science,4.7,29,Data Science,Data Engineering,Analytics,Corporate Culture,55,Data Science
2018-10-15,Machine Learning (ML) vs. Artificial Intelligence (AI)  Crucial Differences,Roberto Iriondo,Towards AI,7.3,42,Artificial Intelligence,Machine Learning,Data Science,Technology,6,Artificial Intelligence
2020-04-02,4 free maths courses to do in quarantine and level up your Data Science skills,Gonzalo Ferreiro Volpi,Towards Data Science,2.6,11,didn't_use,didn't_use,didn't_use,didn't_use,51,Data Science
2020-12-16,History Warns of the Deadly Threat to Humanity from Artificial Intelligence,George J. Ziogas,Digital Diplomacy,2.2,14,FOLLOW DIGITAL DIPLOMACY ON TIKTOK,didn't_use,didn't_use,didn't_use,142,Artificial Intelligence
2018-04-17,How to Construct a Data Science Portfolio from Scratch,Manali Shinde,One Datum At A Time,1.6,14,Data Science,Data Analysis,Portfolio,Technology,176,Data Science
2019-06-27,Anomaly Detection  Another Challenge for Artificial Intelligence,Sciforce,Sciforce,0.62,1,who we are,ai,healthcare,nlp,90,Artificial Intelligence
2019-03-26,A step-by-step guide for creating advanced Python data visualizations with Seaborn / Matplotlib,Shiu-Tang Li,Towards Data Science,2.7,12,Data Science,Matplotlib,Seaborn,Data Visualization,11,AI
2016-10-04,Cool stuff you can do with Artificial Intelligence,Aman Goel,Independent,0.185,1,Artificial Intelligence,Machine Learning,Genetic Algorithm,didn't_use,178,Artificial Intelligence
2019-05-17,Automating Trading and Market Making With Artificial Intelligence,Luke Posey,Towards Data Science,0.375,3,didn't_use,didn't_use,didn't_use,didn't_use,109,Artificial Intelligence
2018-03-31,"Data Visualization with Bokeh in Python, Part III: Making a Complete Dashboard",Will Koehrsen,Towards Data Science,3.6,18,Python,Data Visualization,Programming,Bokeh,9,AI
2017-09-26,Rational Agents for Artificial Intelligence,Prashant Gupta,HackerNoon.com,0.48,1,Artificial Intelligence,AI,Machine Learning,Deep Learning,121,Artificial Intelligence
2019-03-25,The Single Course That Fast-Tracked My Data Science Learning Journey,Admond Lee,Towards Data Science,0.99,14,Data Science,Education,Learning,Machine Learning,170,Data Science
2018-08-20,A Data Science for Good Machine Learning Project Walk-Through in Python: Part One,Will Koehrsen,Towards Data Science,4.2,13,Machine Learning,Data Science,Education,Python,59,Data Science
2019-03-01,Python Genetic Algorithms With Artificial Intelligence,Rinu Gour,Independent,0.204,2,didn't_use,didn't_use,didn't_use,didn't_use,120,Artificial Intelligence
2018-10-11,Five Interview Questions to Predict a Good Data Scientist,ODSC - Open Data Science,Predict,3.6,16,Data Science,Technology,Artificial Intelligence,Deep Learning,49,Data Science
2019-12-16,Top 7 Trends in Data Visualization Software for 2019,Lewis Chou,Towards Data Science,0.51,0,didn't_use,didn't_use,didn't_use,didn't_use,167,AI
2018-05-08,What Is an Infographic? And How Is it Different from a Data Visualization?,Payman Taei,Towards Data Science,0.919,3,Data Visualization,Data Science,Visualization,Data,57,AI
2018-12-03,React + D3 : The Macaroni and Cheese of the Data Visualization World,Leigh Steiner,Towards Data Science,1.2,7,React,D3js,JavaScript,Programming,74,AI
2020-09-10,How Id Learn Data Science if I Could Start Over (2 years in),Terence Shin,Towards Data Science,3.6,19,didn't_use,didn't_use,didn't_use,didn't_use,22,Data Science
2020-11-21,8 Must-Know Data Visualizations for Better Data Analysis,Soner Yıldırım,Towards Data Science,0.218,0,didn't_use,didn't_use,didn't_use,didn't_use,136,AI
2020-05-30,The future of artificial intelligence  Neuromorphic computing,Stefan Pircalabu,Towards Data Science,0.455,3,didn't_use,didn't_use,didn't_use,didn't_use,105,Artificial Intelligence
2017-10-30,A Data Science Workflow,Aakash Tandel,Towards Data Science,1.9,4,Machine Learning,Data Science,Programming,Data,161,Data Science
2019-01-15,Exploratory Design in Data Visualization,Elijah Meeks,Independent,0.6609999999999999,3,Data Visualization,Design,Data Science,didn't_use,99,AI
2017-11-22,"Chart  the most powerful data visualization plugin for Sketch, Figma and Adobe XD",Pavel Kuligin,Design + Sketch,4.1,36,Design,Sketch,Data Visualization,Charts,13,AI
2017-01-03,Blockchains for Artificial Intelligence,Trent McConaghy,Ocean Protocol,1.6,19,Blockchain,Artificial Intelligenc,Big Data,Machine Learning,30,Artificial Intelligence
2019-09-27,Artificial Intelligence: Do stupid things faster with more energy!,Cassie Kozyrkov,Towards Data Science,1.5,13,Artificial Intelligence,Technology,Machine Learning,Data Science,58,Artificial Intelligence
2016-10-28,Six graphs to understand the state of Artificial Intelligence academic research.,Gianluca Mauro,AI ACADEMY,0.315,7,Artificial Intelligence,Machine Learning,Programming,Big Data,137,Artificial Intelligence
2020-07-23,Writing Alt Text for Data Visualization,Amy Cesal,Nightingale,0.514,1,All stories,Topics in Data Viz,How To & Career,Historic Data Viz,166,AI
2017-03-27,How to Remake Historical Data Visualization and Why You Should,Elijah Meeks,Independent,0.5760000000000001,1,Data Visualization,Design,didn't_use,didn't_use,131,AI
2019-01-21,Quality over quantity: building the perfect data science project,Jeremie Harris,Towards Data Science,2.3,6,Data Science,Towards Data Science,Machine Learning,Coding,131,Data Science
2018-12-31,Top 30 data science interview questions.,Nitin Panwar,Towards Data Science,2.2,12,Machine Learning,Data Science,AI,Neural Networks,100,Data Science
2017-08-07,"Romance Novels, Generated by Artificial Intelligence","Elle O'Brien, Ph.D.",Towards Data Science,2.4,70,Artificial Intelligence,Romance,Machine Learning,Books,15,Artificial Intelligence
2017-12-19,How To Ace Data Science Interviews: Statistics,Carson Forter,Towards Data Science,3.7,6,didn't_use,didn't_use,didn't_use,didn't_use,88,Data Science
2019-09-19,Game Theory in Artificial Intelligence,Pier Paolo Ippolito,Towards Data Science,0.478,2,didn't_use,didn't_use,didn't_use,didn't_use,104,Artificial Intelligence
2020-09-03,Data visualization with Python and JavaScript,Veronika Rovnik,Python in Plain English,0.535,2,Data Visualization,JavaScript,Python,Data Science,153,AI
2019-02-13,A new UX method for building better data visualization products,Benjamin Cooley,UX Collective,1.8,12,UX Design,UX,Data Visualization,Data,36,AI
2018-02-15,Artificial Intelligence is Great But only as Science Fiction,Shon Ellerton,The Ironkeel Collection,4.4,0,Artificial Intelligence,Film,Computers,Robots,112,Artificial Intelligence
2018-11-22,Probability and Statistics for Data Science Part-1,Badreesh Shetty,Towards Data Science,1.8,14,Data Science,Statistics,Data Analysis,Analytics,122,Data Science
2015-06-20,Doing Data Science at Twitter,Robert Chang,Independent,5.1,47,Data Science,Silicon Valley,Entrepreneurship,The Data Engineering Ecosystem: An interactive map,21,Data Science
2017-05-24,How Airbnb Democratizes Data Science With Data University,Jeff Feng,Airbnb Engineering & Data Science,2.3,20,Data Science,Analytics,Education,People,72,Data Science
2019-03-03,Introduction to Statistics for Data Science,Super Albert,The Making Of… a Data Scientist,2.1,15,🐍 | Python,📈| Statistics & Probability,🤖| Machine Learning,📒 | Projects,107,Data Science
2019-10-02,Doing enterprise financial data visualization after data journalism,Toph Tucker,Independent,0.8029999999999999,2,lorem ipsum,"In news, the story is found in the data before publication (by the journalist); in software, it’s found after shipping (by the user).",Speed matters more than all of this.,interactivity considered harmful,93,AI
2017-11-16,The Beginners Guide to Understanding Artificial Intelligence,Joanna Ngai,UX Collective,0.813,2,Artificial Intelligence,Machine Learning,Guide,AI,80,Artificial Intelligence
2018-11-27,"3 common data science career transitions, and how to make them happen",Jeremie Harris,Towards Data Science,2.2,18,Data Science,Machine Learning,Towards Data Science,Career Change,103,Data Science
